"","word","EAP","author","freq"
"534","sarnath",NA,"HPL",0.000847888756995082
"535","sat",0.00144548669844687,"HPL",0.000890283194844836
"536","save",0.000707365831154852,"HPL",0.00224690520603697
"537","scarcely",0.00199907734891589,"HPL",0.00093267763269459
"538","scene",0.00135322159003537,"HPL",0.00182296082753943
"539","school",NA,"HPL",0.000678311005596066
"540","scream",NA,"HPL",0.000678311005596066
"541","screaming",NA,"HPL",0.00093267763269459
"542","sea",0.00193756727664155,"HPL",0.00419704934712566
"543","secret",0.000953406120252191,"HPL",0.00182296082753943
"544","secrets",NA,"HPL",0.00110225538409361
"545","seized",0.000584345686606182,"HPL",0.000763099881295574
"546","sense",0.00193756727664155,"HPL",0.00190774970323894
"547","senses",0.000861141011840689,"HPL",0.000763099881295574
"548","servants",NA,"HPL",0.00072070544344582
"549","set",0.00156850684299554,"HPL",0.00254366627098525
"550","shadow",0.00135322159003537,"HPL",0.00127183313549262
"551","shadows",0.000553590650469014,"HPL",0.000975072070544345
"552","shapes",NA,"HPL",0.00093267763269459
"553","shew",NA,"HPL",0.000890283194844836
"554","shewed",NA,"HPL",0.00148380532474139
"555","ship",0.00119944640934953,"HPL",0.00093267763269459
"556","shocking",NA,"HPL",0.000975072070544345
"557","shore",0.000891896047977856,"HPL",0.00093267763269459
"558","short",0.00153775180685837,"HPL",0.000847888756995082
"559","shuddered",NA,"HPL",0.00072070544344582
"560","shunned",NA,"HPL",0.00105986094624385
"561","shut",NA,"HPL",0.00072070544344582
"562","sight",0.00126095648162387,"HPL",0.00322197727658131
"563","signs",NA,"HPL",0.00093267763269459
"564","silence",0.000768875903429187,"HPL",0.00122943869764287
"565","silent",NA,"HPL",0.00161098863829066
"566","simple",0.00116869137321236,"HPL",0.00105986094624385
"567","single",0.00153775180685837,"HPL",0.00105986094624385
"568","singular",0.00169152698754421,"HPL",0.0010174665083941
"569","sinister",NA,"HPL",0.00199253857893844
"570","sir",0.0014147316623097,"HPL",0.00190774970323894
"571","size",0.00104567122866369,"HPL",0.000678311005596066
"572","skull",0.000799630939566354,"HPL",0.000678311005596066
"573","sky",NA,"HPL",0.00262845514668476
"574","slater",NA,"HPL",0.000805494319145328
"575","sleep",0.0011379363370752,"HPL",0.00241648295743598
"576","slept",NA,"HPL",0.000890283194844836
"577","slight",0.0012302014454867,"HPL",0.000805494319145328
"578","slope",NA,"HPL",0.000975072070544345
"579","slowly",0.000676610795017684,"HPL",0.00110225538409361
"580","smell",NA,"HPL",0.00072070544344582
"581","soft",NA,"HPL",0.000678311005596066
"582","solution",0.000738120867292019,"HPL",0.000678311005596066
"583","son",NA,"HPL",0.00148380532474139
"584","sort",NA,"HPL",0.00211972189248771
"585","sought",NA,"HPL",0.00148380532474139
"586","soul",0.00239889281869906,"HPL",0.00139901644904189
"587","sound",0.00150699677072121,"HPL",0.0030523995251823
"588","sounds",0.000522835614331847,"HPL",0.00190774970323894
"589","source",NA,"HPL",0.000763099881295574
"590","south",NA,"HPL",0.00195014414108869
"591","space",0.000615100722743349,"HPL",0.00351873834152959
"592","speak",0.00190681224050438,"HPL",0.00131422757334238
"593","specimens",NA,"HPL",0.000805494319145328
"594","spectral",NA,"HPL",0.00105986094624385
"595","speech",NA,"HPL",0.00072070544344582
"596","spirit",0.00212209749346455,"HPL",0.000763099881295574
"597","spoke",0.00175303705981855,"HPL",0.00186535526538918
"598","spot",0.000768875903429187,"HPL",0.00122943869764287
"599","spread",NA,"HPL",0.000847888756995082
"600","spring",0.000492080578194679,"HPL",0.000890283194844836
"601","square",NA,"HPL",0.00093267763269459
"602","st",0.000799630939566354,"HPL",0.00105986094624385
"603","stairs",NA,"HPL",0.000847888756995082
"604","staring",NA,"HPL",0.000678311005596066
"605","stars",0.000492080578194679,"HPL",0.00178056638968967
"606","started",NA,"HPL",0.00110225538409361
"607","steep",NA,"HPL",0.00072070544344582
"608","stench",NA,"HPL",0.000678311005596066
"609","steps",0.000861141011840689,"HPL",0.00135662201119213
"610","stone",0.000584345686606182,"HPL",0.0041546549092759
"611","stones",NA,"HPL",0.00114464982194336
"612","stood",0.00206058742119022,"HPL",0.0020349330167882
"613","stopped",NA,"HPL",0.000890283194844836
"614","storm",NA,"HPL",0.00093267763269459
"615","story",0.000676610795017684,"HPL",0.00122943869764287
"616","strange",0.0013224665538982,"HPL",0.00716465999660845
"617","strangely",NA,"HPL",0.000890283194844836
"618","stranger",NA,"HPL",0.00072070544344582
"619","street",0.000768875903429187,"HPL",0.0061895879260641
"620","streets",0.000553590650469014,"HPL",0.00182296082753943
"621","struck",0.000615100722743349,"HPL",0.00093267763269459
"622","sudden",0.000553590650469014,"HPL",0.000763099881295574
"623","suddenly",0.00172228202368138,"HPL",0.00241648295743598
"624","suggested",0.000553590650469014,"HPL",0.00072070544344582
"625","suggestion",NA,"HPL",0.000678311005596066
"626","summer",NA,"HPL",0.000975072070544345
"627","sun",0.0014147316623097,"HPL",0.000890283194844836
"628","surface",0.00175303705981855,"HPL",0.0010174665083941
"629","suspected",NA,"HPL",0.00072070544344582
"630","table",0.00153775180685837,"HPL",0.00148380532474139
"631","tale",NA,"HPL",0.000890283194844836
"632","tales",NA,"HPL",0.00169577751399016
"633","talk",NA,"HPL",0.00152619976259115
"634","talked",NA,"HPL",0.00139901644904189
"635","tall",0.000830385975703521,"HPL",0.00105986094624385
"636","tempest",NA,"HPL",0.00072070544344582
"637","temple",NA,"HPL",0.00114464982194336
"638","ten",0.00163001691526988,"HPL",0.000805494319145328
"639","terrible",0.00107642626480086,"HPL",0.00394268272002713
"640","terror",0.00138397662617254,"HPL",0.00186535526538918
"641","thick",0.000522835614331847,"HPL",0.000763099881295574
"642","thin",NA,"HPL",0.00093267763269459
"643","thirty",0.000553590650469014,"HPL",0.000847888756995082
"644","thunder",NA,"HPL",0.000805494319145328
"645","till",NA,"HPL",0.00339155502798033
"646","tillinghast",NA,"HPL",0.00072070544344582
"647","time",0.00799630939566354,"HPL",0.0100898762082415
"648","times",0.00166077195140704,"HPL",0.00173817195183992
"649","told",0.000984161156389359,"HPL",0.00606240461251484
"650","tomb",NA,"HPL",0.0015685942004409
"651","top",0.000891896047977856,"HPL",0.00139901644904189
"652","touch",NA,"HPL",0.00093267763269459
"653","tower",NA,"HPL",0.00114464982194336
"654","town",0.000768875903429187,"HPL",0.00317958283873156
"655","trace",0.000492080578194679,"HPL",0.000847888756995082
"656","trees",0.000953406120252191,"HPL",0.00224690520603697
"657","true",0.0026449331077964,"HPL",0.00093267763269459
"658","truth",0.00233738274642473,"HPL",0.000763099881295574
"659","twenty",0.00199907734891589,"HPL",0.000763099881295574
"660","twilight",NA,"HPL",0.00105986094624385
"661","uncle",NA,"HPL",0.00224690520603697
"662","understand",0.00110718130093803,"HPL",0.000975072070544345
"663","university",NA,"HPL",0.000890283194844836
"664","unknown",0.000922651084115024,"HPL",0.0031371884008818
"665","unseen",NA,"HPL",0.000890283194844836
"666","unusual",0.000861141011840689,"HPL",0.000805494319145328
"667","upper",0.000707365831154852,"HPL",0.00093267763269459
"668","usual",0.00156850684299554,"HPL",0.00072070544344582
"669","utter",NA,"HPL",0.00093267763269459
"670","vague",0.000799630939566354,"HPL",0.00169577751399016
"671","vaguely",NA,"HPL",0.00072070544344582
"672","valley",0.000738120867292019,"HPL",0.0015685942004409
"673","vanished",NA,"HPL",0.000975072070544345
"674","vast",0.00184530216823005,"HPL",0.00182296082753943
"675","vault",NA,"HPL",0.00072070544344582
"676","view",0.00221436260187606,"HPL",0.00127183313549262
"677","village",NA,"HPL",0.00169577751399016
"678","violet",NA,"HPL",0.00072070544344582
"679","visible",0.000891896047977856,"HPL",0.00178056638968967
"680","visions",NA,"HPL",0.000847888756995082
"681","visit",NA,"HPL",0.00072070544344582
"682","voice",0.00298323850530524,"HPL",0.00224690520603697
"683","voices",0.000492080578194679,"HPL",0.0010174665083941
"684","waited",NA,"HPL",0.00072070544344582
"685","waking",NA,"HPL",0.00072070544344582
"686","walk",NA,"HPL",0.000975072070544345
"687","walked",NA,"HPL",0.000890283194844836
"688","wall",0.00159926187913271,"HPL",0.00233169408173648
"689","walls",0.00119944640934953,"HPL",0.00262845514668476
"690","war",NA,"HPL",0.00110225538409361
"691","warren",NA,"HPL",0.000763099881295574
"692","watch",0.000553590650469014,"HPL",0.000847888756995082
"693","watched",NA,"HPL",0.00127183313549262
"694","water",0.00322927879440258,"HPL",0.00262845514668476
"695","waters",0.000492080578194679,"HPL",0.000890283194844836
"696","week",0.000830385975703521,"HPL",0.00072070544344582
"697","weird",NA,"HPL",0.00118704425979312
"698","west",0.000553590650469014,"HPL",0.00440902153637443
"699","west's",NA,"HPL",0.000678311005596066
"700","whateley",NA,"HPL",0.0015685942004409
"701","whateley's",NA,"HPL",0.000678311005596066
"702","whilst",NA,"HPL",0.00245887739528574
"703","whispered",NA,"HPL",0.00118704425979312
"704","white",0.00116869137321236,"HPL",0.0036035272172291
"705","wholly",NA,"HPL",0.00186535526538918
"706","wide",0.00101491619252653,"HPL",0.0010174665083941
"707","wife",0.00129171151776103,"HPL",0.0010174665083941
"708","wilbur",NA,"HPL",0.00122943869764287
"709","wild",0.00184530216823005,"HPL",0.00186535526538918
"710","wildly",NA,"HPL",0.000678311005596066
"711","wind",0.000922651084115024,"HPL",0.00216211633033746
"712","window",0.00107642626480086,"HPL",0.00330676615228082
"713","windows",0.00101491619252653,"HPL",0.00292521621163303
"714","wished",NA,"HPL",0.00114464982194336
"715","woman",0.000768875903429187,"HPL",0.00135662201119213
"716","wondered",NA,"HPL",0.00105986094624385
"717","wood",0.000492080578194679,"HPL",0.000847888756995082
"718","woods",NA,"HPL",0.000763099881295574
"719","words",0.00353682915577426,"HPL",0.0015685942004409
"720","world",0.00292172843303091,"HPL",0.00390028828217738
"721","written",0.000676610795017684,"HPL",0.000678311005596066
"722","wrote",NA,"HPL",0.00072070544344582
"723","ye",NA,"HPL",0.00254366627098525
"724","yellow",NA,"HPL",0.00135662201119213
"725","youth",NA,"HPL",0.00165338307614041
